ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/2/10/0/18,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",18,,Tension liée aux vagues,,,N m-2,Operational,Original
grib2/4/2/10/0/19,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",19,,Tension liée aux vagues normalisée,,,–,Operational,Original
grib2/4/2/10/0/20,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",20,,Moyenne quadratique de la pente des vagues,,,–,Operational,Original
grib2/4/2/10/0/21,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",21,,Dérive de Stokes en surface – composante u,,,m s-1,Operational,Original
grib2/4/2/10/0/22,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",22,,Dérive de Stokes en surface – composante v,,,m s-1,Operational,Original
grib2/4/2/10/0/23,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",23,,Période de la vague de hauteur maximale,,,s,Operational,Original
grib2/4/2/10/0/24,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",24,,Hauteur maximale d'une vague,,,m,Operational,Original
grib2/4/2/10/0/25,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",25,,Inverse de la fréquence moyenne – vagues,,,s,Operational,Original
grib2/4/2/10/0/26,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",26,,Inverse de la fréquence moyenne – mer du vent,,,s,Operational,Original
grib2/4/2/10/0/27,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",27,,Inverse de la fréquence moyenne – houle totale,,,s,Operational,Original
grib2/4/2/10/0/28,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",28,,Période moyenne au passage du niveau moyen – vagues,,,s,Operational,Original
grib2/4/2/10/0/29,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",29,,Période moyenne au passage du niveau moyen – mer du vent,,,s,Operational,Original
grib2/4/2/10/0/30,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",30,,Période moyenne au passage du niveau moyen – houle totale,,,s,Operational,Original
grib2/4/2/10/0/31,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",31,,Étalement directionnel – vagues,,,–,Operational,Original
grib2/4/2/10/0/32,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",32,,Étalement directionnel – mer du vent,,,–,Operational,Original
grib2/4/2/10/0/33,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",33,,Étalement directionnel – houle totale,,,–,Operational,Original
grib2/4/2/10/0/34,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",34,,Période pic – vagues,,,s,Operational,Original
grib2/4/2/10/0/35,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",35,,Période pic – mer du vent,,,s,Operational,Original
grib2/4/2/10/0/36,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",36,,Période pic – houle totale,,,s,Operational,Original
grib2/4/2/10/0/37,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",37,,Hauteur altimétrique des vagues,,,m,Operational,Original
grib2/4/2/10/0/38,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",38,,Hauteur altimétrique corrigée des vagues,,,m,Operational,Original
grib2/4/2/10/0/39,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",39,,Correction relative de la distance altimétrique,,,–,Operational,Original
grib2/4/2/10/0/40,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",40,,"Vitesse du vent à 10 m au-dessus des vagues, en atmosphère neutre",,,m s-1,Operational,Original
grib2/4/2/10/0/41,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",41,,Direction du vent à 10 m au-dessus des vagues,,,°,Operational,Original
grib2/4/2/10/0/42,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",42,,Spectre d'énergie des vagues,,,m² s rad-1,Operational,Original
grib2/4/2/10/0/43,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",43,,Aplatissement du niveau de la mer dû aux vagues,,,–,Operational,Original
grib2/4/2/10/0/44,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",44,,Indice Benjamin-Feir,,,–,Operational,Original
grib2/4/2/10/0/45,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",45,,Facteur de finesse du pic du spectre,,,s-1,Operational,Original
grib2/4/2/10/0/46,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",46,,Direction des vagues maximales,,,°,Operational,Original
grib2/4/2/10/0/47,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",47,,Hauteur significative des vagues pour la première partition de la houle,,,m,Operational,Original
grib2/4/2/10/0/48,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",48,,Hauteur significative des vagues pour la deuxième partition de la houle,,,m,Operational,Original
grib2/4/2/10/0/49,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",49,,Hauteur significative des vagues pour la troisième partition de la houle,,,m,Operational,Original
grib2/4/2/10/0/50,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",50,,Période moyenne des vagues pour la première partition de la houle,,,s,Operational,Original
grib2/4/2/10/0/51,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",51,,Période moyenne des vagues pour la deuxième partition de la houle,,,s,Operational,Original
grib2/4/2/10/0/52,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",52,,Période moyenne des vagues pour la troisième partition de la houle,,,s,Operational,Original
grib2/4/2/10/0/53,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",53,,Direction moyenne des vagues pour la première partition de la houle,,,°,Operational,Original
grib2/4/2/10/0/54,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",54,,Direction moyenne des vagues pour la deuxième partition de la houle,,,°,Operational,Original
grib2/4/2/10/0/55,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",55,,Direction moyenne des vagues pour la troisième partition de la houle,,,°,Operational,Original
grib2/4/2/10/0/56,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",56,,Étalement directionnel des vagues pour la première partition de la houle,,,–,Operational,Original
grib2/4/2/10/0/57,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",57,,Étalement directionnel des vagues pour la deuxième partition de la houle,,,–,Operational,Original
grib2/4/2/10/0/58,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",58,,Étalement directionnel des vagues pour la troisième partition de la houle,,,–,Operational,Original
grib2/4/2/10/0/59,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",59,,Étalement de la fréquence des vagues pour la première partition de la houle,,,–,Operational,Original
grib2/4/2/10/0/60,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",60,,Étalement de la fréquence des vagues pour la deuxième partition de la houle,,,–,Operational,Original
grib2/4/2/10/0/61,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",61,,Étalement de la fréquence des vagues pour la troisième partition de la houle,,,–,Operational,Original
grib2/4/2/10/0/62,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",62,,Étalement de la fréquence des vagues,,,–,Operational,Original
grib2/4/2/10/0/63,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",63,,Étalement de la fréquence des vagues de vent,,,–,Operational,Original
grib2/4/2/10/0/64,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",64,,Étalement de la fréquence de la houle totale,,,–,Operational,Original
grib2/4/2/10/0/65-191,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",65-191,,En réserve,,,–,Operational,Original
grib2/4/2/10/0/192-254,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",192-254,,En réserve pour un usage local,,,–,Operational,Original
grib2/4/2/10/0/255,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 0: vagues",255,,Valeur manquante,,,–,Operational,Original
