Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",24,,Factor de escala de la primera superficie especificada,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",25-28,,Valor ajustado de la primera superficie especificada,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",29,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",30,,Factor de escala de la segunda superficie especificada,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",31-34,,Valor ajustado de la segunda superficie especificada,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",35,,Previsión derivada,(véase la Tabla de cifrado 4.7),,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",36,,Número de previsiones en el conjunto (N),,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",37-38,,Año del final del intervalo de tiempo completo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",39,,Mes del final del intervalo de tiempo completo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",40,,Día del final del intervalo de tiempo completo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",41,,Hora del final del intervalo de tiempo completo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",42,,Minuto del final del intervalo de tiempo completo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",43,,Segundo del final del intervalo de tiempo completo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",44,,n - Número de las especificaciones que describen los intervalos de tiempo empleados para el cálculo estadístico del campo,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",45-48,,Número total de los valores faltantes en el cálculo estadístico,,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",49,,Cálculo estadístico empleado para calcular el campo procesado a partir del campo incremento de tiempo durante el intervalo de tiempo,(véase la Tabla de cifrado 4.10),,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",50,,Tipo de incremento de tiempo entre los campos sucesivos empleado para el cálculo estadístico,(véase la Tabla de cifrado 4.11),,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",51,,Indicador de la unidad de tiempo empleada para el intervalo de tiempo para el cual se hace el cálculo estadístico,(véase la Tabla de cifrado 4.4),,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",52-55,,"Duración del intervalo de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente",,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",56,,Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos,(véase la Tabla de cifrado 4.4),,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",57-60,,"Incremento de tiempo entre los campos sucesivos, expresado en la unidad indicada por el octeto precedente",véase las notas 3 y 4,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",,,61–nn Estos octetos figuran en el mensaje únicamente si n>1,donde nn = 48+12 x n,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",61-72,,"Mismo contenido que el de los octetos 49 a 60, para la etapa siguiente del cálculo",,,,,Operational
"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",73-nn,,"Especificaciones de los intervalos de tiempo suplementarios, incluidos en función del valor de n. El contenido es el mismo que el de los octetos 49 a 60, repetidos en caso necesario",,,,,Operational
